uniqueid,plotid,timestamp,"Nitrate-N Concentration, mg N / L"
description,,Date and time of measurement,
units,,YYYY-MM-DD HH:MM:SS+-Z,
GILMORE,16.2,2015-09-11 06:00:00,9.07
GILMORE,12.2,2015-09-11 06:00:00,8.91
GILMORE,9.3,2015-09-11 06:00:00,10.19
GILMORE,7.3,2015-09-11 06:00:00,8.3
GILMORE,21.3,2015-09-11 06:00:00,13.45
GILMORE,17.1,2015-09-11 06:00:00,8.73
GILMORE,3.2,2015-09-11 06:00:00,7.25
GILMORE,23.1,2015-09-15 06:00:00,13.4
GILMORE,26.2,2015-09-15 06:00:00,3.92
GILMORE,22.1,2015-09-15 06:00:00,8.69
GILMORE,12.3,2015-09-15 06:00:00,10.02
GILMORE,3.2,2015-09-15 06:00:00,6.96
GILMORE,19.2,2015-09-15 06:00:00,13.83
GILMORE,7.3,2015-09-15 06:00:00,8.56
GILMORE,22.3,2015-09-15 06:00:00,17.13
GILMORE,21.3,2015-09-15 06:00:00,13.25
GILMORE,16.3,2015-09-15 06:00:00,19.77
GILMORE,17.1,2015-09-15 06:00:00,11.07
GILMORE,6.2,2015-09-15 06:00:00,8.09667
GILMORE,16.2,2015-09-15 06:00:00,9.22
GILMORE,9.3,2015-09-15 06:00:00,10.22
GILMORE,24.3,2015-09-15 06:00:00,8.22
GILMORE,3.1,2015-09-15 06:00:00,7.63
GILMORE,11.1,2015-09-15 06:00:00,12.61
GILMORE,12.2,2015-09-15 06:00:00,9.09
GILMORE,11.2,2015-09-15 06:00:00,6.29
GILMORE,16.2,2015-09-18 06:00:00,9.14
GILMORE,12.3,2015-09-18 06:00:00,10.48
GILMORE,3.2,2015-09-18 06:00:00,4.405
GILMORE,24.3,2015-09-18 06:00:00,8.25
GILMORE,19.2,2015-09-18 06:00:00,11.21
GILMORE,22.1,2015-09-18 06:00:00,4.51
GILMORE,3.1,2015-09-18 06:00:00,8.04
GILMORE,24.3,2015-09-22 06:00:00,9.74
GILMORE,22.1,2015-09-22 06:00:00,4.22
GILMORE,3.2,2015-09-22 06:00:00,1.85
GILMORE,3.1,2015-09-22 06:00:00,8.81
GILMORE,3.2,2015-09-29 06:00:00,3.67333
GILMORE,3.1,2015-09-29 06:00:00,7.19
GILMORE,22.1,2015-09-29 06:00:00,2.2
GILMORE,22.1,2015-10-06 06:00:00,1.34
GILMORE,3.1,2015-10-06 06:00:00,7.83
GILMORE,3.2,2015-10-06 06:00:00,5.49667
GILMORE,11.1,2015-11-03 06:00:00,13.005
GILMORE,3.1,2015-11-03 06:00:00,8.225
GILMORE,22.1,2015-11-03 06:00:00,0.52
GILMORE,16.3,2015-11-03 06:00:00,19.945
GILMORE,4.2,2015-11-24 06:00:00,4.97
GILMORE,23.1,2015-11-24 06:00:00,12.66
GILMORE,17.3,2015-11-24 06:00:00,12.85
GILMORE,24.3,2015-11-24 06:00:00,11.23
GILMORE,16.2,2015-11-24 06:00:00,9.66
GILMORE,11.2,2015-11-24 06:00:00,8.75
GILMORE,12.3,2015-11-24 06:00:00,10.94
GILMORE,9.3,2015-11-24 06:00:00,11.6
GILMORE,11.1,2015-11-24 06:00:00,13.4
GILMORE,7.3,2015-11-24 06:00:00,10.35
GILMORE,17.1,2015-11-24 06:00:00,7.57
GILMORE,3.2,2015-11-24 06:00:00,7.32
GILMORE,6.2,2015-11-24 06:00:00,9.11
GILMORE,22.1,2015-11-24 06:00:00,9.8
GILMORE,19.3,2015-11-24 06:00:00,10.15
GILMORE,22.3,2015-11-24 06:00:00,18.06
GILMORE,12.2,2015-11-24 06:00:00,9.79
GILMORE,16.3,2015-11-24 06:00:00,20.12
GILMORE,26.2,2015-11-24 06:00:00,7.59
GILMORE,21.3,2015-11-24 06:00:00,15.43
GILMORE,19.2,2015-11-24 06:00:00,15.69
GILMORE,3.1,2015-11-24 06:00:00,8.62
GILMORE,14.1,2015-11-24 06:00:00,8.31
GILMORE,4.1,2015-11-24 06:00:00,4.18
GILMORE,14.1,2015-12-02 06:00:00,8.21
GILMORE,19.2,2015-12-02 06:00:00,15.33
GILMORE,23.1,2015-12-02 06:00:00,12.78
GILMORE,21.3,2015-12-02 06:00:00,14.48
GILMORE,4.1,2015-12-02 06:00:00,4.23
GILMORE,11.2,2015-12-02 06:00:00,8.41
GILMORE,16.2,2015-12-02 06:00:00,9.39
GILMORE,17.3,2015-12-02 06:00:00,12.34
GILMORE,22.1,2015-12-02 06:00:00,9.89
GILMORE,19.3,2015-12-02 06:00:00,9.29
GILMORE,24.3,2015-12-02 06:00:00,12.19
GILMORE,3.2,2015-12-02 06:00:00,9.73
GILMORE,22.3,2015-12-02 06:00:00,16.08
GILMORE,3.1,2015-12-02 06:00:00,8.93
GILMORE,17.1,2015-12-02 06:00:00,12.35
GILMORE,12.3,2015-12-02 06:00:00,11.59
GILMORE,9.3,2015-12-02 06:00:00,12.57
GILMORE,16.3,2015-12-02 06:00:00,17.15
GILMORE,11.1,2015-12-02 06:00:00,12.31
GILMORE,12.2,2015-12-02 06:00:00,10.34
GILMORE,26.2,2015-12-02 06:00:00,7.26
GILMORE,4.2,2015-12-02 06:00:00,5.17
GILMORE,7.3,2015-12-02 06:00:00,11.12
GILMORE,6.2,2015-12-02 06:00:00,8.79
GILMORE,4.2,2015-12-08 06:00:00,5.11
GILMORE,19.3,2015-12-08 06:00:00,8.91
GILMORE,7.3,2015-12-08 06:00:00,11.35
GILMORE,21.3,2015-12-08 06:00:00,14.38
GILMORE,16.2,2015-12-08 06:00:00,9.53
GILMORE,11.1,2015-12-08 06:00:00,12.01
GILMORE,6.2,2015-12-08 06:00:00,8.47
GILMORE,22.1,2015-12-08 06:00:00,9.72
GILMORE,16.3,2015-12-08 06:00:00,15.95
GILMORE,19.2,2015-12-08 06:00:00,15.87
GILMORE,22.3,2015-12-08 06:00:00,15.92
GILMORE,14.1,2015-12-08 06:00:00,8.88
GILMORE,23.1,2015-12-08 06:00:00,12.68
GILMORE,17.3,2015-12-08 06:00:00,12.48
GILMORE,24.3,2015-12-08 06:00:00,12.65
GILMORE,12.3,2015-12-08 06:00:00,12.09
GILMORE,9.3,2015-12-08 06:00:00,13.52
GILMORE,11.2,2015-12-08 06:00:00,8.65
GILMORE,26.2,2015-12-08 06:00:00,7.48
GILMORE,3.2,2015-12-08 06:00:00,9.91
GILMORE,17.1,2015-12-08 06:00:00,7.03
GILMORE,3.1,2015-12-08 06:00:00,9.04
GILMORE,12.2,2015-12-08 06:00:00,11.36
GILMORE,4.2,2015-12-11 06:00:00,5.24
GILMORE,22.3,2015-12-11 06:00:00,16.22
GILMORE,19.2,2015-12-11 06:00:00,16.35
GILMORE,16.3,2015-12-11 06:00:00,15.73
GILMORE,3.1,2015-12-11 06:00:00,9.21
GILMORE,26.2,2015-12-11 06:00:00,7.37
GILMORE,3.2,2015-12-11 06:00:00,10.04
GILMORE,12.2,2015-12-11 06:00:00,12.11
GILMORE,22.1,2015-12-11 06:00:00,9.66
GILMORE,6.2,2015-12-11 06:00:00,8.15
GILMORE,11.1,2015-12-11 06:00:00,11.55
GILMORE,9.3,2015-12-11 06:00:00,13.76
GILMORE,19.3,2015-12-11 06:00:00,8.97
GILMORE,17.1,2015-12-11 06:00:00,7.38
GILMORE,16.2,2015-12-11 06:00:00,9.64
GILMORE,12.3,2015-12-11 06:00:00,12.57
GILMORE,21.3,2015-12-11 06:00:00,14.55
GILMORE,24.3,2015-12-11 06:00:00,12.94
GILMORE,17.3,2015-12-11 06:00:00,12.67
GILMORE,7.3,2015-12-11 06:00:00,11.63
GILMORE,11.2,2015-12-11 06:00:00,8.79
GILMORE,23.1,2015-12-11 06:00:00,12.61
