uniqueid,plotid,timestamp,"Nitrate-N Concentration, mg N / L"
description,,Date and time of measurement,
units,,YYYY-MM-DD HH:MM:SS+-Z,
GILMORE,22.3,2015-04-28 06:00:00,18.23
GILMORE,22.1,2015-04-28 06:00:00,12.66
GILMORE,21.3,2015-04-28 06:00:00,18.71
GILMORE,23.1,2015-04-28 06:00:00,13.46
GILMORE,11.2,2015-04-28 06:00:00,9.26
GILMORE,7.3,2015-04-28 06:00:00,9.52
GILMORE,24.3,2015-04-28 06:00:00,11.36
GILMORE,4.2,2015-04-28 06:00:00,11.23
GILMORE,16.3,2015-04-28 06:00:00,21.19
GILMORE,11.1,2015-04-28 06:00:00,12.9
GILMORE,19.3,2015-04-28 06:00:00,12.22
GILMORE,26.2,2015-04-28 06:00:00,9.505
GILMORE,19.2,2015-04-28 06:00:00,18.51
GILMORE,12.3,2015-04-28 06:00:00,12.58
GILMORE,12.2,2015-04-28 06:00:00,11.52
GILMORE,17.1,2015-04-28 06:00:00,10.42
GILMORE,9.3,2015-04-28 06:00:00,10.63
GILMORE,17.3,2015-04-28 06:00:00,17.76
GILMORE,3.2,2015-04-28 06:00:00,7.89
GILMORE,16.2,2015-04-28 06:00:00,12.98
GILMORE,11.1,2015-05-01 06:00:00,11.64
GILMORE,24.3,2015-05-01 06:00:00,10.19
GILMORE,16.3,2015-05-01 06:00:00,20.54
GILMORE,22.1,2015-05-01 06:00:00,11.84
GILMORE,7.3,2015-05-01 06:00:00,9.35
GILMORE,9.3,2015-05-01 06:00:00,8.29
GILMORE,6.2,2015-05-01 06:00:00,8.62
GILMORE,17.1,2015-05-01 06:00:00,8.9
GILMORE,4.2,2015-05-01 06:00:00,10.88
GILMORE,22.3,2015-05-01 06:00:00,17.15
GILMORE,11.2,2015-05-01 06:00:00,8.15
GILMORE,16.2,2015-05-01 06:00:00,11.47
GILMORE,12.3,2015-05-01 06:00:00,10.96
GILMORE,12.2,2015-05-01 06:00:00,9.82
GILMORE,19.2,2015-05-01 06:00:00,18.25
GILMORE,3.1,2015-05-01 06:00:00,9.06
GILMORE,3.2,2015-05-01 06:00:00,7.87
GILMORE,3.2,2015-05-05 06:00:00,7.81
GILMORE,3.1,2015-05-05 06:00:00,9.58
GILMORE,17.1,2015-05-05 06:00:00,10.34
GILMORE,16.3,2015-05-05 06:00:00,20.93
GILMORE,7.3,2015-05-05 06:00:00,9.24
GILMORE,24.3,2015-05-05 06:00:00,11.04
GILMORE,19.2,2015-05-05 06:00:00,18.68
GILMORE,16.2,2015-05-05 06:00:00,12.77
GILMORE,12.3,2015-05-05 06:00:00,11.53
GILMORE,11.2,2015-05-05 06:00:00,9.02667
GILMORE,9.3,2015-05-05 06:00:00,9.22
GILMORE,11.1,2015-05-05 06:00:00,12.54
GILMORE,4.2,2015-05-05 06:00:00,11.045
GILMORE,6.2,2015-05-05 06:00:00,8.92
GILMORE,22.1,2015-05-05 06:00:00,12.65
GILMORE,22.3,2015-05-05 06:00:00,17.43
GILMORE,16.3,2015-05-08 06:00:00,20.655
GILMORE,11.2,2015-05-08 06:00:00,9.90333
GILMORE,12.3,2015-05-08 06:00:00,6.52
GILMORE,16.2,2015-05-08 06:00:00,12.72
GILMORE,3.1,2015-05-08 06:00:00,10.36
GILMORE,24.3,2015-05-08 06:00:00,10.61
GILMORE,3.2,2015-05-08 06:00:00,8.15
GILMORE,22.1,2015-05-08 06:00:00,11.52
GILMORE,22.3,2015-05-08 06:00:00,17.64
GILMORE,6.2,2015-05-08 06:00:00,9.02
GILMORE,11.1,2015-05-08 06:00:00,12.94
GILMORE,16.3,2015-05-12 06:00:00,20.38
GILMORE,3.2,2015-05-12 06:00:00,8.08
GILMORE,9.3,2015-05-12 06:00:00,10.15
GILMORE,3.1,2015-05-12 06:00:00,10.46
GILMORE,12.2,2015-05-12 06:00:00,11.79
GILMORE,24.3,2015-05-12 06:00:00,10.89
GILMORE,22.3,2015-05-12 06:00:00,17.85
GILMORE,7.3,2015-05-12 06:00:00,9.88
GILMORE,16.2,2015-05-12 06:00:00,12.66
GILMORE,11.2,2015-05-12 06:00:00,10.78
GILMORE,6.2,2015-05-12 06:00:00,9.44
GILMORE,11.1,2015-05-12 06:00:00,14.04
GILMORE,22.1,2015-05-12 06:00:00,10.27
GILMORE,4.2,2015-05-12 06:00:00,11.21
GILMORE,21.3,2015-05-15 06:00:00,18.96
GILMORE,16.3,2015-05-15 06:00:00,22.06
GILMORE,22.1,2015-05-15 06:00:00,14.72
GILMORE,3.2,2015-05-15 06:00:00,8.52
GILMORE,22.3,2015-05-15 06:00:00,18.53
GILMORE,12.3,2015-05-15 06:00:00,13.36
GILMORE,6.2,2015-05-15 06:00:00,9.06
GILMORE,4.2,2015-05-15 06:00:00,12.11
GILMORE,3.1,2015-05-15 06:00:00,9.88
GILMORE,12.2,2015-05-15 06:00:00,12.18
GILMORE,17.3,2015-05-15 06:00:00,20.59
GILMORE,19.2,2015-05-15 06:00:00,19.72
GILMORE,11.2,2015-05-15 06:00:00,10.74
GILMORE,24.3,2015-05-15 06:00:00,11.67
GILMORE,26.2,2015-05-15 06:00:00,10.3
GILMORE,23.1,2015-05-15 06:00:00,14.03
GILMORE,11.1,2015-05-15 06:00:00,14.61
GILMORE,9.3,2015-05-15 06:00:00,11.62
GILMORE,16.2,2015-05-15 06:00:00,12.72
GILMORE,7.3,2015-05-15 06:00:00,10.78
GILMORE,6.2,2015-05-19 06:00:00,9.64
GILMORE,7.3,2015-05-19 06:00:00,12.45
GILMORE,26.2,2015-05-19 06:00:00,10.61
GILMORE,19.3,2015-05-19 06:00:00,11.76
GILMORE,4.1,2015-05-19 06:00:00,9.42
GILMORE,11.1,2015-05-19 06:00:00,15.95
GILMORE,12.3,2015-05-19 06:00:00,13.88
GILMORE,24.3,2015-05-19 06:00:00,12.33
GILMORE,3.2,2015-05-19 06:00:00,9.96
GILMORE,11.2,2015-05-19 06:00:00,11.67
GILMORE,16.3,2015-05-19 06:00:00,23.43
GILMORE,22.1,2015-05-19 06:00:00,15.37
GILMORE,14.1,2015-05-19 06:00:00,11.36
GILMORE,19.2,2015-05-19 06:00:00,19.97
GILMORE,16.2,2015-05-19 06:00:00,13.04
GILMORE,23.1,2015-05-19 06:00:00,14.44
GILMORE,12.2,2015-05-19 06:00:00,13.09
GILMORE,21.3,2015-05-19 06:00:00,19.56
GILMORE,17.3,2015-05-19 06:00:00,20.52
GILMORE,17.1,2015-05-19 06:00:00,9.5
GILMORE,4.2,2015-05-19 06:00:00,12.61
GILMORE,9.3,2015-05-19 06:00:00,12.85
GILMORE,22.3,2015-05-19 06:00:00,19.04
GILMORE,3.1,2015-05-19 06:00:00,10.11
GILMORE,26.2,2015-05-22 06:00:00,12.74
GILMORE,12.2,2015-05-22 06:00:00,12.72
GILMORE,17.1,2015-05-22 06:00:00,10.11
GILMORE,9.3,2015-05-22 06:00:00,12.35
GILMORE,19.2,2015-05-22 06:00:00,19.48
GILMORE,4.2,2015-05-22 06:00:00,13.03
GILMORE,19.3,2015-05-22 06:00:00,12.04
GILMORE,7.3,2015-05-22 06:00:00,11.23
GILMORE,11.2,2015-05-22 06:00:00,11.46
GILMORE,12.3,2015-05-22 06:00:00,12.81
GILMORE,3.2,2015-05-22 06:00:00,9.55
GILMORE,22.1,2015-05-22 06:00:00,14.77
GILMORE,23.1,2015-05-22 06:00:00,14.93
GILMORE,21.3,2015-05-22 06:00:00,19.63
GILMORE,16.3,2015-05-22 06:00:00,23.39
GILMORE,11.1,2015-05-22 06:00:00,15.97
GILMORE,6.2,2015-05-22 06:00:00,9.11
GILMORE,16.2,2015-05-22 06:00:00,12.98
GILMORE,3.1,2015-05-22 06:00:00,9.34
GILMORE,17.3,2015-05-22 06:00:00,19.96
GILMORE,24.3,2015-05-22 06:00:00,12.73
GILMORE,22.3,2015-05-22 06:00:00,19.66
GILMORE,21.3,2015-05-26 06:00:00,19.47
GILMORE,19.3,2015-05-26 06:00:00,12.41
GILMORE,17.1,2015-05-26 06:00:00,10.01
GILMORE,24.3,2015-05-26 06:00:00,13.2
GILMORE,16.3,2015-05-26 06:00:00,23.62
GILMORE,26.2,2015-05-26 06:00:00,13.69
GILMORE,14.1,2015-05-26 06:00:00,11.47
GILMORE,9.3,2015-05-26 06:00:00,13.13
GILMORE,19.2,2015-05-26 06:00:00,19.87
GILMORE,4.2,2015-05-26 06:00:00,13.86
GILMORE,11.2,2015-05-26 06:00:00,12.61
GILMORE,12.3,2015-05-26 06:00:00,13.08
GILMORE,23.1,2015-05-26 06:00:00,15.32
GILMORE,12.2,2015-05-26 06:00:00,13.2
GILMORE,3.2,2015-05-26 06:00:00,9.8
GILMORE,11.1,2015-05-26 06:00:00,17.24
GILMORE,16.2,2015-05-26 06:00:00,12.9
GILMORE,17.3,2015-05-26 06:00:00,19.93
GILMORE,22.3,2015-05-26 06:00:00,20.19
GILMORE,3.1,2015-05-26 06:00:00,9.92
GILMORE,22.1,2015-05-26 06:00:00,15.51
GILMORE,6.2,2015-05-26 06:00:00,9.87
GILMORE,7.3,2015-05-26 06:00:00,11.88
GILMORE,12.2,2015-05-29 06:00:00,13.67
GILMORE,16.3,2015-05-29 06:00:00,24.37
GILMORE,22.1,2015-05-29 06:00:00,15.94
GILMORE,17.3,2015-05-29 06:00:00,20.49
GILMORE,6.2,2015-05-29 06:00:00,9.94
GILMORE,24.3,2015-05-29 06:00:00,13.57
GILMORE,16.2,2015-05-29 06:00:00,13.48
GILMORE,11.1,2015-05-29 06:00:00,18.14
GILMORE,14.1,2015-05-29 06:00:00,11.52
GILMORE,21.3,2015-05-29 06:00:00,19.78
GILMORE,23.1,2015-05-29 06:00:00,16.02
GILMORE,17.1,2015-05-29 06:00:00,10.21
GILMORE,12.3,2015-05-29 06:00:00,13.52
GILMORE,3.2,2015-05-29 06:00:00,10.54
GILMORE,11.2,2015-05-29 06:00:00,12.93
GILMORE,4.2,2015-05-29 06:00:00,13.36
GILMORE,19.3,2015-05-29 06:00:00,12.34
GILMORE,7.3,2015-05-29 06:00:00,12.35
GILMORE,19.2,2015-05-29 06:00:00,20.19
GILMORE,26.2,2015-05-29 06:00:00,14.64
GILMORE,3.1,2015-05-29 06:00:00,10.22
GILMORE,22.3,2015-05-29 06:00:00,20.85
GILMORE,9.3,2015-05-29 06:00:00,13.65
GILMORE,16.3,2015-06-02 06:00:00,24.12
GILMORE,17.1,2015-06-02 06:00:00,10.17
GILMORE,19.2,2015-06-02 06:00:00,20.42
GILMORE,19.3,2015-06-02 06:00:00,10.54
GILMORE,21.3,2015-06-02 06:00:00,20.24
GILMORE,16.2,2015-06-02 06:00:00,13.41
GILMORE,22.1,2015-06-02 06:00:00,15.48
GILMORE,22.3,2015-06-02 06:00:00,20.76
GILMORE,23.1,2015-06-02 06:00:00,15.69
GILMORE,24.3,2015-06-02 06:00:00,13.81
GILMORE,26.2,2015-06-02 06:00:00,14.46
GILMORE,12.3,2015-06-02 06:00:00,13.5
GILMORE,3.1,2015-06-02 06:00:00,10.26
GILMORE,12.2,2015-06-02 06:00:00,13.94
GILMORE,3.2,2015-06-02 06:00:00,10.36
GILMORE,11.2,2015-06-02 06:00:00,13.45
GILMORE,4.2,2015-06-02 06:00:00,13.75
GILMORE,6.2,2015-06-02 06:00:00,10.23
GILMORE,11.1,2015-06-02 06:00:00,17.91
GILMORE,7.3,2015-06-02 06:00:00,12.44
GILMORE,9.3,2015-06-02 06:00:00,13.46
GILMORE,16.2,2015-06-05 06:00:00,13.29
GILMORE,19.3,2015-06-05 06:00:00,12.37
GILMORE,6.2,2015-06-05 06:00:00,10.77
GILMORE,19.2,2015-06-05 06:00:00,20.46
GILMORE,24.3,2015-06-05 06:00:00,13.82
GILMORE,22.1,2015-06-05 06:00:00,15.52
GILMORE,16.3,2015-06-05 06:00:00,24.24
GILMORE,11.2,2015-06-05 06:00:00,13.55
GILMORE,22.3,2015-06-05 06:00:00,21.26
GILMORE,17.1,2015-06-05 06:00:00,10.39
GILMORE,11.1,2015-06-05 06:00:00,18.13
GILMORE,26.2,2015-06-05 06:00:00,14.28
GILMORE,7.3,2015-06-05 06:00:00,12.15
GILMORE,12.2,2015-06-05 06:00:00,13.87
GILMORE,3.1,2015-06-05 06:00:00,10.48
GILMORE,23.1,2015-06-05 06:00:00,16.065
GILMORE,12.3,2015-06-05 06:00:00,13.2
GILMORE,9.3,2015-06-05 06:00:00,13.27
GILMORE,3.2,2015-06-05 06:00:00,8.96
GILMORE,11.2,2015-06-08 06:00:00,14.14
GILMORE,17.1,2015-06-08 06:00:00,8.44
GILMORE,3.2,2015-06-08 06:00:00,10.33
GILMORE,26.2,2015-06-08 06:00:00,13.01
GILMORE,3.1,2015-06-08 06:00:00,10.51
GILMORE,21.3,2015-06-08 06:00:00,16.82
GILMORE,9.3,2015-06-08 06:00:00,14.53
GILMORE,12.3,2015-06-08 06:00:00,13.78
GILMORE,19.3,2015-06-08 06:00:00,11.01
GILMORE,11.1,2015-06-08 06:00:00,19.75
GILMORE,16.3,2015-06-08 06:00:00,23.77
GILMORE,16.2,2015-06-08 06:00:00,11.42
GILMORE,7.3,2015-06-08 06:00:00,12.68
GILMORE,12.2,2015-06-08 06:00:00,14.53
GILMORE,6.2,2015-06-08 06:00:00,10.78
GILMORE,22.1,2015-06-08 06:00:00,14.8
GILMORE,22.3,2015-06-08 06:00:00,19.02
GILMORE,14.1,2015-06-08 06:00:00,11.76
GILMORE,23.1,2015-06-08 06:00:00,16.44
GILMORE,4.2,2015-06-08 06:00:00,13.58
GILMORE,19.2,2015-06-08 06:00:00,18.41
GILMORE,24.3,2015-06-08 06:00:00,14.72
GILMORE,17.3,2015-06-08 06:00:00,19.41
GILMORE,26.2,2015-06-12 06:00:00,11.73
GILMORE,12.2,2015-06-12 06:00:00,15.21
GILMORE,3.1,2015-06-12 06:00:00,11.48
GILMORE,3.2,2015-06-12 06:00:00,11.6
GILMORE,12.3,2015-06-12 06:00:00,14.64
GILMORE,9.3,2015-06-12 06:00:00,15.58
GILMORE,4.1,2015-06-12 06:00:00,10.63
GILMORE,17.1,2015-06-12 06:00:00,11.3
GILMORE,11.2,2015-06-12 06:00:00,14.86
GILMORE,17.3,2015-06-12 06:00:00,20.73
GILMORE,24.3,2015-06-12 06:00:00,13.15
GILMORE,19.2,2015-06-12 06:00:00,19.78
GILMORE,4.2,2015-06-12 06:00:00,12.26
GILMORE,23.1,2015-06-12 06:00:00,15.23
GILMORE,14.1,2015-06-12 06:00:00,12.44
GILMORE,22.3,2015-06-12 06:00:00,20.63
GILMORE,22.1,2015-06-12 06:00:00,17.42
GILMORE,6.2,2015-06-12 06:00:00,11.86
GILMORE,16.3,2015-06-12 06:00:00,26.17
GILMORE,11.1,2015-06-12 06:00:00,21.34
GILMORE,16.2,2015-06-12 06:00:00,14.21
GILMORE,19.3,2015-06-12 06:00:00,13.94
GILMORE,21.3,2015-06-12 06:00:00,21.28
GILMORE,7.3,2015-06-12 06:00:00,14.09
GILMORE,12.3,2015-06-16 06:00:00,14.7
GILMORE,11.1,2015-06-16 06:00:00,22.29
GILMORE,14.1,2015-06-16 06:00:00,13.2
GILMORE,19.2,2015-06-16 06:00:00,20.36
GILMORE,4.2,2015-06-16 06:00:00,12.43
GILMORE,23.1,2015-06-16 06:00:00,18.27
GILMORE,4.1,2015-06-16 06:00:00,11.85
GILMORE,17.3,2015-06-16 06:00:00,21.16
GILMORE,19.3,2015-06-16 06:00:00,13.68
GILMORE,16.3,2015-06-16 06:00:00,26.25
GILMORE,17.1,2015-06-16 06:00:00,11.81
GILMORE,9.3,2015-06-16 06:00:00,16.15
GILMORE,26.2,2015-06-16 06:00:00,13.61
GILMORE,22.1,2015-06-16 06:00:00,17.24
GILMORE,24.3,2015-06-16 06:00:00,15.43
GILMORE,3.2,2015-06-16 06:00:00,11.14
GILMORE,12.2,2015-06-16 06:00:00,15.83
GILMORE,22.3,2015-06-16 06:00:00,23.21
GILMORE,3.1,2015-06-16 06:00:00,12.77
GILMORE,21.3,2015-06-16 06:00:00,21.06
GILMORE,16.2,2015-06-16 06:00:00,14.7
GILMORE,7.3,2015-06-16 06:00:00,14.32
GILMORE,6.2,2015-06-16 06:00:00,11.81
GILMORE,11.2,2015-06-16 06:00:00,15.34
GILMORE,3.1,2015-06-18 06:00:00,10.94
GILMORE,11.1,2015-06-18 06:00:00,23.34
GILMORE,21.3,2015-06-18 06:00:00,21.2
GILMORE,16.3,2015-06-18 06:00:00,27.35
GILMORE,9.3,2015-06-18 06:00:00,16.59
GILMORE,11.2,2015-06-18 06:00:00,15.53
GILMORE,17.3,2015-06-18 06:00:00,21.2
GILMORE,12.2,2015-06-18 06:00:00,16.15
GILMORE,3.2,2015-06-18 06:00:00,12.49
GILMORE,4.2,2015-06-18 06:00:00,12.44
GILMORE,23.1,2015-06-18 06:00:00,18.33
GILMORE,26.2,2015-06-18 06:00:00,13.6
GILMORE,22.3,2015-06-18 06:00:00,23.25
GILMORE,19.2,2015-06-18 06:00:00,19.76
GILMORE,12.3,2015-06-18 06:00:00,14.74
GILMORE,22.1,2015-06-18 06:00:00,16.61
GILMORE,19.3,2015-06-18 06:00:00,13.31
GILMORE,14.1,2015-06-18 06:00:00,13.27
GILMORE,17.1,2015-06-18 06:00:00,10.82
GILMORE,7.3,2015-06-18 06:00:00,14.19
GILMORE,16.2,2015-06-18 06:00:00,14.61
GILMORE,6.2,2015-06-18 06:00:00,12.04
GILMORE,24.3,2015-06-18 06:00:00,15.4
GILMORE,3.1,2015-06-23 06:00:00,10.31
GILMORE,23.1,2015-06-23 06:00:00,17.37
GILMORE,7.3,2015-06-23 06:00:00,13.61
GILMORE,9.3,2015-06-23 06:00:00,16.13
GILMORE,3.2,2015-06-23 06:00:00,12.73
GILMORE,21.3,2015-06-23 06:00:00,15.47
GILMORE,26.2,2015-06-23 06:00:00,11.68
GILMORE,17.1,2015-06-23 06:00:00,10.41
GILMORE,19.3,2015-06-23 06:00:00,12.93
GILMORE,12.3,2015-06-23 06:00:00,14.52
GILMORE,4.1,2015-06-23 06:00:00,9.7
GILMORE,16.2,2015-06-23 06:00:00,14.31
GILMORE,11.1,2015-06-23 06:00:00,22.74
GILMORE,11.2,2015-06-23 06:00:00,13.79
GILMORE,12.2,2015-06-23 06:00:00,15.28
GILMORE,17.3,2015-06-23 06:00:00,19.69
GILMORE,16.3,2015-06-23 06:00:00,26.1
GILMORE,6.2,2015-06-23 06:00:00,12.44
GILMORE,24.3,2015-06-23 06:00:00,14.86
GILMORE,22.1,2015-06-23 06:00:00,16.78
GILMORE,22.3,2015-06-23 06:00:00,19.34
GILMORE,4.2,2015-06-23 06:00:00,11.0
GILMORE,14.1,2015-06-23 06:00:00,11.71
GILMORE,19.2,2015-06-23 06:00:00,19.16
GILMORE,24.3,2015-06-26 06:00:00,15.24
GILMORE,19.2,2015-06-26 06:00:00,19.07
GILMORE,22.3,2015-06-26 06:00:00,21.61
GILMORE,26.2,2015-06-26 06:00:00,13.63
GILMORE,9.3,2015-06-26 06:00:00,17.19
GILMORE,12.2,2015-06-26 06:00:00,16.58
GILMORE,4.2,2015-06-26 06:00:00,12.36
GILMORE,16.2,2015-06-26 06:00:00,14.62
GILMORE,17.1,2015-06-26 06:00:00,11.34
GILMORE,14.1,2015-06-26 06:00:00,13.14
GILMORE,6.2,2015-06-26 06:00:00,12.6
GILMORE,16.3,2015-06-26 06:00:00,23.74
GILMORE,3.1,2015-06-26 06:00:00,10.32
GILMORE,11.1,2015-06-26 06:00:00,24.44
GILMORE,23.1,2015-06-26 06:00:00,17.72
GILMORE,17.3,2015-06-26 06:00:00,18.76
GILMORE,11.2,2015-06-26 06:00:00,15.9
GILMORE,3.2,2015-06-26 06:00:00,13.26
GILMORE,22.1,2015-06-26 06:00:00,15.35
GILMORE,7.3,2015-06-26 06:00:00,13.83
GILMORE,19.3,2015-06-26 06:00:00,13.37
GILMORE,12.3,2015-06-26 06:00:00,15.05
GILMORE,21.3,2015-06-26 06:00:00,19.32
GILMORE,11.2,2015-06-29 06:00:00,17.67
GILMORE,16.3,2015-06-29 06:00:00,26.61
GILMORE,6.2,2015-06-29 06:00:00,13.6
GILMORE,3.2,2015-06-29 06:00:00,11.58
GILMORE,12.2,2015-06-29 06:00:00,11.42
GILMORE,9.3,2015-06-29 06:00:00,12.68
GILMORE,24.3,2015-06-29 06:00:00,16.04
GILMORE,23.1,2015-06-29 06:00:00,14.56
GILMORE,16.2,2015-06-29 06:00:00,14.57
GILMORE,12.3,2015-06-29 06:00:00,15.16
GILMORE,22.1,2015-06-29 06:00:00,16.05
GILMORE,7.3,2015-06-29 06:00:00,14.86
GILMORE,26.2,2015-06-29 06:00:00,10.86
GILMORE,19.2,2015-06-29 06:00:00,20.85
GILMORE,22.3,2015-06-29 06:00:00,22.95
GILMORE,11.1,2015-06-29 06:00:00,23.88
GILMORE,3.1,2015-06-29 06:00:00,11.65
GILMORE,17.1,2015-06-29 06:00:00,11.16
GILMORE,12.3,2015-07-02 06:00:00,13.21
GILMORE,3.1,2015-07-02 06:00:00,12.27
GILMORE,24.3,2015-07-02 06:00:00,15.21
GILMORE,22.3,2015-07-02 06:00:00,20.6967
GILMORE,22.1,2015-07-02 06:00:00,17.34
GILMORE,17.1,2015-07-02 06:00:00,10.95
GILMORE,6.2,2015-07-02 06:00:00,14.71
GILMORE,11.1,2015-07-02 06:00:00,22.97
GILMORE,16.2,2015-07-02 06:00:00,14.53
GILMORE,3.2,2015-07-02 06:00:00,4.13
GILMORE,17.1,2015-07-06 06:00:00,10.51
GILMORE,19.2,2015-07-06 06:00:00,17.59
GILMORE,22.1,2015-07-06 06:00:00,9.49
GILMORE,3.2,2015-07-06 06:00:00,2.21
GILMORE,16.2,2015-07-06 06:00:00,13.56
GILMORE,9.3,2015-07-06 06:00:00,4.37
GILMORE,3.1,2015-07-06 06:00:00,12.32
GILMORE,3.1,2015-07-13 06:00:00,9.98
GILMORE,3.2,2015-07-13 06:00:00,0.29
GILMORE,22.1,2015-07-13 06:00:00,4.99
GILMORE,22.3,2015-07-13 06:00:00,18.4433
GILMORE,3.1,2015-07-21 06:00:00,9.11
GILMORE,22.1,2015-07-21 06:00:00,3.1
GILMORE,22.1,2015-07-28 06:00:00,4.66
GILMORE,22.1,2015-08-04 06:00:00,6.22
GILMORE,7.3,2015-08-12 06:00:00,9.09
GILMORE,26.2,2015-08-12 06:00:00,13.755
GILMORE,3.2,2015-08-19 06:00:00,6.58
GILMORE,22.1,2015-08-19 06:00:00,5.17
GILMORE,16.2,2015-08-19 06:00:00,10.925
GILMORE,17.3,2015-08-19 06:00:00,7.32
GILMORE,4.2,2015-08-19 06:00:00,8.82
GILMORE,6.2,2015-08-19 06:00:00,22.02
GILMORE,21.3,2015-08-19 06:00:00,15.88
GILMORE,11.2,2015-08-19 06:00:00,14.54
GILMORE,7.3,2015-08-19 06:00:00,3.32
GILMORE,11.1,2015-08-19 06:00:00,15.6
GILMORE,26.2,2015-08-19 06:00:00,16.65
GILMORE,16.2,2015-08-25 06:00:00,8.29
GILMORE,9.3,2015-08-25 06:00:00,5.22
GILMORE,26.2,2015-08-25 06:00:00,9.42
GILMORE,14.1,2015-08-25 06:00:00,10.49
GILMORE,24.3,2015-08-25 06:00:00,5.59
GILMORE,11.1,2015-08-25 06:00:00,16.53
GILMORE,16.3,2015-08-25 06:00:00,26.15
GILMORE,12.2,2015-08-25 06:00:00,6.26
GILMORE,3.1,2015-08-25 06:00:00,8.24
GILMORE,11.2,2015-08-25 06:00:00,8.06
GILMORE,22.3,2015-08-25 06:00:00,16.19
GILMORE,3.2,2015-08-25 06:00:00,6.38
GILMORE,4.2,2015-08-25 06:00:00,6.89
GILMORE,6.2,2015-08-25 06:00:00,9.43
GILMORE,22.1,2015-08-25 06:00:00,7.69
GILMORE,12.3,2015-08-25 06:00:00,6.23
GILMORE,7.3,2015-08-25 06:00:00,4.66
GILMORE,3.1,2015-08-31 06:00:00,6.95
GILMORE,19.3,2015-08-31 06:00:00,9.66
GILMORE,16.2,2015-08-31 06:00:00,8.33
GILMORE,12.3,2015-08-31 06:00:00,9.45
GILMORE,4.2,2015-08-31 06:00:00,5.84
GILMORE,22.3,2015-08-31 06:00:00,16.07
GILMORE,23.1,2015-08-31 06:00:00,11.4
GILMORE,16.3,2015-08-31 06:00:00,20.64
GILMORE,3.2,2015-08-31 06:00:00,8.42
GILMORE,14.1,2015-08-31 06:00:00,8.21
GILMORE,22.1,2015-08-31 06:00:00,10.16
GILMORE,7.3,2015-08-31 06:00:00,10.19
GILMORE,26.2,2015-08-31 06:00:00,6.33
GILMORE,17.1,2015-08-31 06:00:00,6.13
GILMORE,24.3,2015-08-31 06:00:00,9.06
GILMORE,6.2,2015-08-31 06:00:00,9.16333
GILMORE,21.3,2015-08-31 06:00:00,12.44
GILMORE,12.2,2015-08-31 06:00:00,7.95
GILMORE,17.3,2015-08-31 06:00:00,11.34
GILMORE,9.3,2015-08-31 06:00:00,5.77
GILMORE,4.1,2015-08-31 06:00:00,5.52
GILMORE,19.2,2015-08-31 06:00:00,11.61
GILMORE,11.1,2015-08-31 06:00:00,14.67
GILMORE,11.2,2015-08-31 06:00:00,8.03
GILMORE,12.3,2015-09-04 06:00:00,9.55
GILMORE,26.2,2015-09-04 06:00:00,7.82
GILMORE,19.2,2015-09-04 06:00:00,14.02
GILMORE,21.3,2015-09-04 06:00:00,14.46
GILMORE,11.1,2015-09-04 06:00:00,13.94
GILMORE,3.2,2015-09-04 06:00:00,8.4
GILMORE,16.3,2015-09-04 06:00:00,21.49
GILMORE,9.3,2015-09-04 06:00:00,10.58
GILMORE,11.2,2015-09-04 06:00:00,7.46
GILMORE,24.3,2015-09-04 06:00:00,8.67
GILMORE,4.2,2015-09-04 06:00:00,4.78
GILMORE,17.3,2015-09-04 06:00:00,12.07
GILMORE,17.1,2015-09-04 06:00:00,6.77
GILMORE,6.2,2015-09-04 06:00:00,8.89667
GILMORE,23.1,2015-09-04 06:00:00,14.14
GILMORE,22.3,2015-09-04 06:00:00,17.18
GILMORE,7.3,2015-09-04 06:00:00,9.64
GILMORE,3.1,2015-09-04 06:00:00,6.68
GILMORE,19.3,2015-09-04 06:00:00,8.96
GILMORE,12.2,2015-09-04 06:00:00,9.01
GILMORE,16.2,2015-09-04 06:00:00,9.18
GILMORE,22.1,2015-09-04 06:00:00,8.14
GILMORE,14.1,2015-09-08 06:00:00,8.26
GILMORE,11.2,2015-09-08 06:00:00,6.805
GILMORE,9.3,2015-09-08 06:00:00,7.82
GILMORE,6.2,2015-09-08 06:00:00,8.63
GILMORE,17.1,2015-09-08 06:00:00,7.75
GILMORE,7.3,2015-09-08 06:00:00,9.77
GILMORE,12.3,2015-09-08 06:00:00,7.44
GILMORE,3.1,2015-09-08 06:00:00,7.63
GILMORE,16.2,2015-09-08 06:00:00,8.0
GILMORE,22.1,2015-09-08 06:00:00,3.47
GILMORE,24.3,2015-09-08 06:00:00,8.62
GILMORE,3.2,2015-09-08 06:00:00,7.825
GILMORE,3.1,2015-09-11 06:00:00,7.73
GILMORE,4.2,2015-09-11 06:00:00,2.5
GILMORE,19.2,2015-09-11 06:00:00,13.58
GILMORE,22.3,2015-09-11 06:00:00,17.21
GILMORE,19.3,2015-09-11 06:00:00,4.57
GILMORE,16.3,2015-09-11 06:00:00,20.96
GILMORE,22.1,2015-09-11 06:00:00,8.49
GILMORE,24.3,2015-09-11 06:00:00,8.04
GILMORE,6.2,2015-09-11 06:00:00,8.36333
GILMORE,12.3,2015-09-11 06:00:00,9.59
GILMORE,11.1,2015-09-11 06:00:00,12.39
GILMORE,26.2,2015-09-11 06:00:00,3.06
GILMORE,11.2,2015-09-11 06:00:00,6.15
