uniqueid,plotid,timestamp,Tile Flow (mm)
description,,Date and time of measurement,
units,,YYYY-MM-DD HH:MM:SS+-Z,
GILMORE,9.3,2011-06-27 01:00:00-05:00,50.038
GILMORE,11.1,2011-06-27 01:00:00-05:00,50.038
GILMORE,12.3,2011-07-06 01:00:00-05:00,27.686
GILMORE,19.2,2011-07-06 01:00:00-05:00,17.6296
GILMORE,24.3,2011-07-06 01:00:00-05:00,0.0
GILMORE,17.3,2011-07-06 01:00:00-05:00,39.6874
GILMORE,6.2,2011-07-06 01:00:00-05:00,27.686
GILMORE,11.1,2011-07-06 01:00:00-05:00,27.686
GILMORE,12.2,2011-07-06 01:00:00-05:00,27.686
GILMORE,23.1,2011-07-06 01:00:00-05:00,0.48768
GILMORE,17.1,2011-07-06 01:00:00-05:00,18.1124
GILMORE,22.3,2011-07-06 01:00:00-05:00,32.2405
GILMORE,7.3,2011-07-06 01:00:00-05:00,10.4851
GILMORE,22.1,2011-07-06 01:00:00-05:00,14.4548
GILMORE,21.3,2011-07-06 01:00:00-05:00,31.5236
GILMORE,4.1,2011-07-06 01:00:00-05:00,27.686
GILMORE,3.2,2011-07-06 01:00:00-05:00,27.686
GILMORE,9.3,2011-07-06 01:00:00-05:00,27.686
GILMORE,3.1,2011-07-06 01:00:00-05:00,27.686
GILMORE,19.3,2011-07-06 01:00:00-05:00,27.686
GILMORE,11.2,2011-07-06 01:00:00-05:00,27.686
GILMORE,4.2,2011-07-06 01:00:00-05:00,27.686
GILMORE,16.2,2011-07-06 01:00:00-05:00,31.509
GILMORE,26.2,2011-07-06 01:00:00-05:00,17.8832
GILMORE,14.1,2011-07-06 01:00:00-05:00,26.9102
GILMORE,16.3,2011-07-06 01:00:00-05:00,0.0
GILMORE,3.2,2011-07-13 01:00:00-05:00,4.35986
GILMORE,22.3,2011-07-13 01:00:00-05:00,0.00195072
GILMORE,17.1,2011-07-13 01:00:00-05:00,0.0
GILMORE,11.2,2011-07-13 01:00:00-05:00,2.5613
GILMORE,16.3,2011-07-13 01:00:00-05:00,0.0
GILMORE,6.2,2011-07-13 01:00:00-05:00,0.555955
GILMORE,17.3,2011-07-13 01:00:00-05:00,0.0
GILMORE,7.3,2011-07-13 01:00:00-05:00,0.0
GILMORE,24.3,2011-07-13 01:00:00-05:00,0.0
GILMORE,11.1,2011-07-13 01:00:00-05:00,0.204826
GILMORE,19.2,2011-07-13 01:00:00-05:00,0.0
GILMORE,12.3,2011-07-13 01:00:00-05:00,0.00292608
GILMORE,12.2,2011-07-13 01:00:00-05:00,0.0048768
GILMORE,16.2,2011-07-13 01:00:00-05:00,4.6671
GILMORE,26.2,2011-07-13 01:00:00-05:00,0.240914
GILMORE,4.2,2011-07-13 01:00:00-05:00,0.0390144
GILMORE,19.3,2011-07-13 01:00:00-05:00,4.78609
GILMORE,3.1,2011-07-13 01:00:00-05:00,10.9094
GILMORE,9.3,2011-07-13 01:00:00-05:00,0.0585216
GILMORE,4.1,2011-07-13 01:00:00-05:00,0.0
GILMORE,21.3,2011-07-13 01:00:00-05:00,0.0
GILMORE,22.1,2011-07-13 01:00:00-05:00,2.4384
GILMORE,23.1,2011-07-13 01:00:00-05:00,0.6096
GILMORE,14.1,2011-07-13 01:00:00-05:00,0.0
GILMORE,19.3,2011-07-21 01:00:00-05:00,7.85457
GILMORE,16.3,2011-07-21 01:00:00-05:00,7.112
GILMORE,21.3,2011-07-21 01:00:00-05:00,0.292608
GILMORE,23.1,2011-07-21 01:00:00-05:00,0.0
GILMORE,12.3,2011-07-21 01:00:00-05:00,0.0
GILMORE,11.2,2011-07-21 01:00:00-05:00,1.02803
GILMORE,3.1,2011-07-21 01:00:00-05:00,13.9847
GILMORE,16.2,2011-07-21 01:00:00-05:00,3.64004
GILMORE,4.1,2011-07-21 01:00:00-05:00,0.0
GILMORE,12.2,2011-07-21 01:00:00-05:00,0.0
GILMORE,17.1,2011-07-21 01:00:00-05:00,0.0
GILMORE,22.3,2011-07-21 01:00:00-05:00,0.0
GILMORE,9.3,2011-07-21 01:00:00-05:00,0.0195072
GILMORE,19.2,2011-07-21 01:00:00-05:00,0.0
GILMORE,17.3,2011-07-21 01:00:00-05:00,0.0
GILMORE,26.2,2011-07-21 01:00:00-05:00,0.0175565
GILMORE,11.1,2011-07-21 01:00:00-05:00,1.3577
GILMORE,3.2,2011-07-21 01:00:00-05:00,4.04774
GILMORE,4.2,2011-07-21 01:00:00-05:00,0.0
GILMORE,7.3,2011-07-21 01:00:00-05:00,0.0390144
GILMORE,24.3,2011-07-21 01:00:00-05:00,0.0
GILMORE,6.2,2011-07-21 01:00:00-05:00,1.33137
GILMORE,22.1,2011-07-21 01:00:00-05:00,3.99898
GILMORE,14.1,2011-07-21 01:00:00-05:00,0.0
GILMORE,11.1,2011-08-01 01:00:00-05:00,0.0
GILMORE,22.1,2011-08-01 01:00:00-05:00,4.85242
GILMORE,12.3,2011-08-01 01:00:00-05:00,0.0
GILMORE,16.2,2011-08-01 01:00:00-05:00,0.0
GILMORE,26.2,2011-08-01 01:00:00-05:00,0.0
GILMORE,16.3,2011-08-01 01:00:00-05:00,0.0
GILMORE,4.2,2011-08-01 01:00:00-05:00,0.0
GILMORE,14.1,2011-08-01 01:00:00-05:00,0.0
GILMORE,19.3,2011-08-01 01:00:00-05:00,7.28399
GILMORE,19.2,2011-08-01 01:00:00-05:00,0.0
GILMORE,17.1,2011-08-01 01:00:00-05:00,0.0
GILMORE,3.1,2011-08-01 01:00:00-05:00,8.54318
GILMORE,7.3,2011-08-01 01:00:00-05:00,0.0
GILMORE,9.3,2011-08-01 01:00:00-05:00,0.0
GILMORE,4.1,2011-08-01 01:00:00-05:00,0.0
GILMORE,11.2,2011-08-01 01:00:00-05:00,0.0
GILMORE,21.3,2011-08-01 01:00:00-05:00,0.0
GILMORE,3.2,2011-08-01 01:00:00-05:00,0.024384
GILMORE,6.2,2011-08-01 01:00:00-05:00,0.0
GILMORE,23.1,2011-08-01 01:00:00-05:00,0.0
GILMORE,17.3,2011-08-01 01:00:00-05:00,0.0
GILMORE,24.3,2011-08-01 01:00:00-05:00,0.0
GILMORE,12.2,2011-08-01 01:00:00-05:00,0.0
GILMORE,22.3,2011-08-01 01:00:00-05:00,0.0
GILMORE,21.3,2011-08-08 01:00:00-05:00,0.0
